样本ID,场景,子类型(英文),子类型(中文),迁移类型(英文),迁移类型(中文),实现范围(英文),实现范围(中文),逻辑对应范围(英文),逻辑对应范围(中文),仓库名,仓库创建时间,仓库Stars,PR编号,PR链接,PR创建时间,标题,PR摘要,修改文件摘要,原始是否有测试(英文),原始是否有测试(中文),是否新增测试(英文),是否新增测试(中文),自动信号(英文),自动信号(中文),人工标签(英文),人工标签(中文提示),源语言(英文),源语言(中文),目标语言(英文),目标语言(中文),源版本,目标版本,迁移模式说明,测试框架(英文),测试框架(中文),构建系统(英文),构建系统(中文),可复现性(英文),可复现性(中文),是否适合改写Issue(英文),是否适合改写Issue(中文),泄漏风险(英文),泄漏风险(中文),排除原因(英文),排除原因(中文),标注人,交叉复核状态(英文),交叉复核状态(中文),备注
py2_py3__runpod__flash__pr302,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,runpod/flash,2025-03-25T22:16:46Z,101,302,https://github.com/runpod/flash/pull/302,2026-04-09T21:00:36Z,fix: reject empty/null input to match serverless platform behavior,"## Summary - Dev server (`flash run`) QB routes now reject `{""input"": {}}` with 422, matching RunPod platform behavior which silently times out on empty input - Deployed handler templates (`handler_generator.py`) return error dict for empty/null input (defense-in-depth) -...",src/runpod_flash/cli/commands/_run_server_helpers.py; src/runpod_flash/cli/commands/build_utils/handler_generator.py; src/runpod_flash/core/resources/serverless.py; src/runpod_flash/runtime/generic_handler.py; tests/unit/cli/commands/build_utils/test_handler_generator.py; tests/unit/cli/commands/test_run_server_helpers.py; tests/unit/resources/test_serverless.py; tests/unit/runtime/test_deployed_handler.py; tests/unit/runtime/test_generic_handler.py; tests/unit/runtime/test_generic_handler_extended.py; tests/unit/test_p2_gaps.py,true,是,false,否,strict_migration_signal; touches_code; touches_tests,强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__sbird__fake_spectra__pr74,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,sbird/fake_spectra,2014-07-06T18:44:49Z,16,74,https://github.com/sbird/fake_spectra/pull/74,2026-02-16T18:54:44Z,get_tau: TypeError: One of the data arrays does not have 32-bit float type,I was playing around with @qezlou 2023 version [tutorial notebook](https://colab.research.google.com/github/DataDrivenGalaxyEvolution/galevo23-tutorials/blob/main/week-1/Large_scale_galaxy_formation_simulations_and_machine_learning_approaches_Part1_Simulated_absorption_spectra.ipynb) on Colab....,fake_spectra/ratenetworkspectra.py; fake_spectra/spectra.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code,命中关键词；强迁移信号；修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,,,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__scikit-hep__coffea__pr1487,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,scikit-hep/coffea,2018-11-29T13:47:57Z,143,1487,https://github.com/scikit-hep/coffea/pull/1487,2025-11-20T05:42:34Z,fix: improve fcc tests branch filtering pattern,"The FCC file has these branches/subbranches: ``` 'PARAMETERS', 'PARAMETERS/_intMap', 'PARAMETERS/_intMap/_intMap.first', 'PARAMETERS/_intMap/_intMap.second', 'PARAMETERS/_floatMap', 'PARAMETERS/_floatMap/_floatMap.first', 'PARAMETERS/_floatMap/_floatMap.second', 'PARAMETERS/_stringMap',...",src/coffea/nanoevents/schemas/fcc.py; tests/test_nanoevents_edm4hep.py; tests/test_nanoevents_fcc_edm4hep1.py; tests/test_nanoevents_fcc_winter2023.py; tests/test_taskvine_dask.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code; touches_tests,命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__scipion-em__scipion-em-tomo__pr629,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,scipion-em/scipion-em-tomo,2019-03-12T08:29:04Z,9,629,https://github.com/scipion-em/scipion-em-tomo/pull/629,2026-01-09T16:26:59Z,Jj ctfset iteritems,,tomo/objects.py; tomo/templates/202601_F_Streaming_Chlamy.json.template; tomo/templates/202601_F_Streaming_HIV.json.template; tomo/templates/202601_Streaming_Chlamy.json.template; tomo/templates/202601_Streaming_HIV.json.template; tomo/templates/Particle-picking-II.json.template; tomo/templates/deprecated/HIV-Dynamo-picking-STA.json.template; tomo/templates/deprecated/Membrane picking-with-PySeg.json.template,true,是,false,否,keyword_match; strict_migration_signal; touches_code,命中关键词；强迁移信号；修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,,,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__scipy__scipy__pr24314,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,scipy/scipy,2011-03-09T18:52:03Z,14611,24314,https://github.com/scipy/scipy/pull/24314,2026-01-09T21:56:41Z,BUG: stats.levy_stable: fix PDF in Tails for `beta=+-1`,#### Reference issue Closes #20636 by fixing integration. #### What does this implement/fix? The PDF of the Levy Stable distribution did not produce the correct results in the far tails for $\beta = \pm 1$. This PR fixes that as show in the graph where the y-axis is the log of the pdf <img...,scipy/stats/_levy_stable/__init__.py; scipy/stats/tests/test_distributions.py,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__simplejson__simplejson__pr355,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,simplejson/simplejson,2011-02-06T05:47:45Z,1710,355,https://github.com/simplejson/simplejson/pull/355,2026-04-05T20:36:43Z,Fix use-after-free and leak in encoder ident handling,"Fixes #349 (part of #348). ## Changes 1. **Fix double `Py_XDECREF` on `ident`** (Finding 14): When `PyDict_DelItem(s->markers, ident)` fails in `encoder_listencode_obj`, `ident` was XDECREF'd inside the `if` block, then XDECREF'd again unconditionally. Now uses a single `Py_DECREF` after the...",simplejson/_speedups.c; simplejson/tests/test_check_circular.py,true,是,false,否,strict_migration_signal; touches_code; touches_tests,强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__simplejson__simplejson__pr363,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,simplejson/simplejson,2011-02-06T05:47:45Z,1710,363,https://github.com/simplejson/simplejson/pull/363,2026-04-07T09:17:40Z,Move lazy-init static string caches to module init (free-threading safety),"Part of #362. ## Summary Move 11 function-scoped `static PyObject*` variables from lazy initialization to eager initialization in `init_constants()` / `moduleinit()`. Under free-threaded Python (PEP 703), the lazy-init pattern is a data race — two threads can both see NULL, both allocate, and one...",simplejson/_speedups.c,true,是,false,否,keyword_match; strict_migration_signal; touches_code,命中关键词；强迁移信号；修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,pytest,pytest,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__skhomuti__csm-sentinel__pr74,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,skhomuti/csm-sentinel,2024-09-03T05:46:57Z,17,74,https://github.com/skhomuti/csm-sentinel/pull/74,2025-11-14T09:08:43Z,feat: make broadcast menu on edited messages instead of invoking new …,…ones,src/csm_bot/handlers/__init__.py; src/csm_bot/handlers/admin/__init__.py; src/csm_bot/handlers/admin/broadcast.py; src/csm_bot/handlers/admin/common.py; src/csm_bot/handlers/admin/menu.py; src/csm_bot/handlers/state.py; src/csm_bot/texts.py,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,,,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__softwareone-platform__swo-marketplace-cli__pr139,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,softwareone-platform/swo-marketplace-cli,2024-04-11T14:09:28Z,10,139,https://github.com/softwareone-platform/swo-marketplace-cli/pull/139,2026-02-18T17:42:13Z,MPT-17825: resolve WPS120 trailing underscore violations,🤖 **Codex-generated PR** — Please review carefully. ## Summary - remove `WPS120` from flake8 `per-file-ignores` in `pyproject.toml` - replace `ItemAction._missing_` usage with explicit `ItemAction.from_raw(...)` - update `ItemData.from_dict` and related tests to use the new parsing method ##...,cli/core/price_lists/models/item.py; pyproject.toml; tests/cli/core/price_lists/models/test_item.py,true,是,false,否,strict_migration_signal; touches_code; touches_tests,强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,test_files_detected,检测到测试文件,poetry,Poetry,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__sysprog21__Kconfiglib__pr35,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,sysprog21/Kconfiglib,2025-02-15T11:12:23Z,19,35,https://github.com/sysprog21/Kconfiglib/pull/35,2026-02-18T01:06:07Z,Drop Python 2.7 support,"Python 2.7 has been EOL since January 2020. This removes compatibility shims, conditional imports, and version guards that existed solely to support Python 2. <!-- This is an auto-generated description by cubic. --> --- ## Summary by cubic Drops Python 2.7 support and sets the minimum to Python...",KBUILD.md; README.md; examples/menuconfig_example.py; examples/merge_config.py; genconfig.py; guiconfig.py; kconfiglib.py; listnewconfig.py; menuconfig.py; oldconfig.py; setup.cfg; setup.py; tests/reltest; testsuite.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code; touches_tests,命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,test_files_detected,检测到测试文件,setuptools,setuptools,unknown,待确认,needs_check,还需检查,medium,中,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__timonweb__django-tailwind__pr241,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,timonweb/django-tailwind,2019-04-11T19:49:28Z,1737,241,https://github.com/timonweb/django-tailwind/pull/241,2025-11-08T00:34:55Z,Fix ImportError by replacing distlib.compat.raw_input with built-in input(),"## Problem When installing `django-tailwind` without optional dependencies, users encounter an `ImportError`: ModuleNotFoundError: No module named 'distlib' This occurs because: - `distlib` is not listed as a required dependency in `pyproject.toml` (only `django` and `pytailwindcss` are) -...",src/tailwind/management/commands/tailwind.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code,命中关键词；强迁移信号；修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,pytest,pytest,,,unknown,待确认,needs_check,还需检查,medium,中,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__tlambert03__FPbase__pr359,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,tlambert03/FPbase,2017-11-20T20:55:19Z,79,359,https://github.com/tlambert03/FPbase/pull/359,2025-11-07T02:01:24Z,"New xrange picker, Fixes FPBASE-626, FPBASE-60H",,.claude/CLAUDE.md; .github/workflows/ci.yml; .github/workflows/claude.yml; backend/tests_e2e/conftest.py; backend/tests_e2e/test_spectra_viewer.py; biome.json; justfile; packages/spectra/src/Components/SpectraViewer/SpectraViewer.jsx; packages/spectra/src/Components/SpectraViewer/XAxisRangeInputs.tsx; packages/spectra/src/Components/SpectraViewer/XRangePickers.jsx; packages/spectra/src/__tests__/SpectraViewer.test.jsx; packages/spectra/src/__tests__/fixtures/spectra.js; packages/spectra/src/__tests__/mockData.js; packages/spectra/src/__tests__/msw/handlers.js; packages/spectra/src/__tests__/setup.js; packages/spectra/src/store/spectraStore.ts; packages/spectra/src/types/index.ts; packages/spectra/src/utils/urlParams.ts,true,是,false,否,keyword_match; strict_migration_signal; touches_code; touches_tests,命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,pytest,pytest,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__tomascupr__sandstorm__pr38,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,tomascupr/sandstorm,2026-02-14T14:26:15Z,431,38,https://github.com/tomascupr/sandstorm/pull/38,2026-02-23T22:45:00Z,"feat: mount Slack on FastAPI, add file extraction and document tools","## Summary Mounts the Slack bot directly into the FastAPI app (previously standalone Socket Mode only), enabling deployment on Vercel and other FaaS platforms. Also adds file extraction from sandboxes and pre-installs document processing tools. ### New capabilities - **FastAPI mount**...",.gitignore; build_template.py; docs/slack.md; pyproject.toml; src/sandstorm/main.py; src/sandstorm/models.py; src/sandstorm/sandbox.py; src/sandstorm/slack.py; src/sandstorm/slack_routes.py; tests/test_models.py; tests/test_sandbox_skills.py; tests/test_slack.py; tests/test_slack_routes.py; vercel.json,true,是,true,是,adds_new_tests; keyword_match; strict_migration_signal; touches_code; touches_tests,新增测试；命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,test_files_detected,检测到测试文件,poetry,Poetry,unknown,待确认,needs_check,还需检查,medium,中,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__trigger__trigger__pr337,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,trigger/trigger,2012-02-28T21:57:00Z,556,337,https://github.com/trigger/trigger/pull/337,2026-01-27T03:31:57Z,Python 3.10+ Migration (Phases 1-4),"## Overview This PR implements **Phases 1-4** of the comprehensive Python 3.10+ migration plan for Trigger, upgrading from the legacy Python 2.7 codebase to modern Python 3.10+. ## 🎯 Migration Scope - **Target:** Python 3.10+ (released Oct 2021) - **Current Phase:** 4 of 12 phases complete -...",bin/acl; bin/acl_script; bin/aclconv; bin/check_access; bin/check_syntax; bin/fe; bin/find_access; bin/gnng; bin/gong; bin/load_acl; bin/load_config; bin/netdev; bin/optimizer; bin/run_cmds; examples/normalizer/Normalize.py; pyproject.toml; tests/acceptance/data/settings.py; tests/acceptance/trigger_acceptance_tests.py; tests/data/autoacl.py; tests/data/bounce.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code; touches_tests,命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,pytest,pytest,poetry,Poetry,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__unrealcv__unrealcv__pr313,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,unrealcv/unrealcv,2016-09-08T18:03:51Z,2165,313,https://github.com/unrealcv/unrealcv/pull/313,2026-03-03T23:08:44Z,"fix: Remove Python 2 compat, fix bugs, modernize idioms","## Summary Comprehensive cleanup pass removing Python 2 compatibility code and fixing longstanding bugs across the Python client. ## Changes - **Python 2 removal**: Remove all sys.version_info guards, raw_input shim - **Bug fixes**: Fix print(print()) double-call, deprecated np.float, undefined...",client/python/unrealcv/__init__.py; client/python/unrealcv/api.py; client/python/unrealcv/automation.py; client/python/unrealcv/launcher.py; client/python/unrealcv/util.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code,命中关键词；强迁移信号；修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,,,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__vimeo__vimeo.py__pr147,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,vimeo/vimeo.py,2013-12-13T20:22:20Z,218,147,https://github.com/vimeo/vimeo.py/pull/147,2019-08-01T08:41:24Z,Drop support for EOL Python 2.7,Fixes https://github.com/vimeo/vimeo.py/issues/140. Example CI build: https://travis-ci.org/hugovk/vimeo.py/builds/566365592,.travis.yml; example/upload.py; setup.cfg; setup.py; vimeo/__init__.py; vimeo/auth/__init__.py; vimeo/auth/authorization_code.py; vimeo/auth/base.py; vimeo/auth/client_credentials.py; vimeo/client.py; vimeo/exceptions.py; vimeo/upload.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code,命中关键词；强迁移信号；修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,,,setuptools,setuptools,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__vllm-project__vllm__pr34887,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,vllm-project/vllm,2023-02-09T11:23:20Z,77139,34887,https://github.com/vllm-project/vllm/pull/34887,2026-02-19T11:53:33Z,[BugFix] anthropic/serving_messages: fix tool call arguments streaming,"## Summary The `/v1/messages` endpoint returns invalid tool call arguments json when using mistral models, such as `mistralai/Ministral-3-14B-Instruct-2512`, thus breaking Claude code. This only happens for the `/v1/messages` endpoint (other models, such as `openai/gpt-oss-120b`, are not...",vllm/entrypoints/anthropic/serving.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code,命中关键词；强迁移信号；修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,,,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__vppillai__littlefs_tools__pr3,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,vppillai/littlefs_tools,,12,3,https://github.com/vppillai/littlefs_tools/pull/3,,Modernize littlefs_tools v1.2.0,"## Summary Comprehensive modernization of littlefs_tools from a single-file legacy package to a well-structured, well-tested, PEP-compliant Python package. - **Packaging:** Migrate from `setup.py` to `pyproject.toml` (PEP 517/518), pin dependency versions, drop Python 3.8 (EOL), add `__version__`...",.github/workflows/build-test.yml; .github/workflows/publish.yml; .gitignore; CHANGELOG.md; CONTRIBUTING.md; README.md; littlefs_tools/__init__.py; littlefs_tools/__main__.py; littlefs_tools/littlefs_tools.py; pyproject.toml; requirements-dev.txt; requirements.txt; setup.py; tests/__init__.py; tests/conftest.py; tests/test_cli.py; tests/test_create.py; tests/test_extract.py; tests/test_list.py,true,是,true,是,adds_new_tests; keyword_match; strict_migration_signal; touches_code; touches_tests,新增测试；命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,pytest,pytest,setuptools,setuptools,unknown,待确认,needs_check,还需检查,medium,中,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__yazelin__ching-tech-os__pr41,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,yazelin/ching-tech-os,2025-12-10T08:01:05Z,23,41,https://github.com/yazelin/ching-tech-os/pull/41,2026-02-08T02:56:29Z,refactor: ClaudeClient + Skills 架構,用 ClaudeClient 取代 subprocess，加入 Skills 架構,backend/pyproject.toml; backend/src/ching_tech_os/services/bot/agents.py; backend/src/ching_tech_os/services/claude_agent.py; backend/src/ching_tech_os/services/linebot_ai.py; backend/src/ching_tech_os/skills/__init__.py; backend/src/ching_tech_os/skills/ai_assistant/prompt.md; backend/src/ching_tech_os/skills/ai_assistant/skill.yaml; backend/src/ching_tech_os/skills/base/prompt.md; backend/src/ching_tech_os/skills/base/skill.yaml; backend/src/ching_tech_os/skills/file_manager/prompt.md; backend/src/ching_tech_os/skills/file_manager/skill.yaml; backend/src/ching_tech_os/skills/inventory/prompt.md; backend/src/ching_tech_os/skills/inventory/skill.yaml; backend/src/ching_tech_os/skills/knowledge/prompt.md; backend/src/ching_tech_os/skills/knowledge/skill.yaml; backend/src/ching_tech_os/skills/printer/prompt.md; backend/src/ching_tech_os/skills/printer/skill.yaml; backend/src/ching_tech_os/skills/project/prompt.md; backend/src/ching_tech_os/skills/project/skill.yaml; backend/tests/test_linebot_agents_logic.py,true,是,false,否,keyword_match; touches_code; touches_tests,命中关键词；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,test_files_detected,检测到测试文件,poetry,Poetry,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__yutiansut__QUANTAXIS__pr1858,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,yutiansut/QUANTAXIS,2016-03-29T12:11:19Z,10320,1858,https://github.com/yutiansut/QUANTAXIS/pull/1858,2026-02-25T13:57:47Z,py3.7升级3.11之后py本地版兼容性完善修改,"# QUANTAXIS PR 😇 感谢您对于QUANTAXIS的项目的参与~ 🛠请在此完善一下最后的信息~ ## 注意 - 如果非第一次fork, 请先将quantaxis 库的内容PR进您的项目进行更新, 然后再执行对于quantaxis的pr - 请完善[CHANGELOG](https://github.com/QUANTAXIS/QUANTAXIS/releases)再进行PR ## PR前必看 请使用如下代码对要PR的代码进行格式化: 使用以下代码来格式化 ``` pip install...",QUANTAXIS/QACmd/__init__.py; QUANTAXIS/QACmd/runner.py; QUANTAXIS/QAData/base_datastruct.py; QUANTAXIS/QAData/data_resample.py; QUANTAXIS/QAEngine/QAAsyncSchedule.py; QUANTAXIS/QAEngine/QAAsyncThread.py; QUANTAXIS/QAFetch/QABaostock.py; QUANTAXIS/QAFetch/QAQuery_Async.py; QUANTAXIS/QAFetch/QATdx.py; QUANTAXIS/QAFetch/QATdx_adv.py; QUANTAXIS/QAFetch/QAhuobi_realtime.py; QUANTAXIS/QAFetch/__init__.py; QUANTAXIS/QARSBridge/__init__.py; QUANTAXIS/QASU/main.py; QUANTAXIS/QASU/save_account.py; QUANTAXIS/QASU/save_backtest.py; QUANTAXIS/QASU/save_financialfiles.py; QUANTAXIS/QASU/save_position.py; QUANTAXIS/QASU/save_strategy.py; QUANTAXIS/QASU/save_tdx.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code,命中关键词；强迁移信号；修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,,,setuptools,setuptools,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__zardus__blob__pr1,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,zardus/blob,2015-10-22T09:32:21Z,8,1,https://github.com/zardus/blob/pull/1,2026-02-10T03:30:19Z,Modernize for Python 3 with modern build system and CI,"## Summary - **Build system**: Replaced ancient `distutils` `setup.py` with modern `pyproject.toml` using setuptools backend. Added proper metadata, Python >=3.10 requirement, optional dependencies (scipy, mulpyplexer), and dev extras. - **Python 3 compatibility**: Fixed all Python 2 constructs...",.github/workflows/ci.yml; .gitignore; blob/__init__.py; blob/blob.py; blob/pyecm/pyecm.py; blob/utils.py; pyproject.toml; requirements.txt; setup.py; tests/test_blob.py; tests/test_utils.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code; touches_tests,命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,pytest,pytest,setuptools,setuptools,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
py2_py3__zephyrproject-rtos__Kconfiglib__pr22,language_migration,py2_py3,Python 2 到 Python 3,version_migration,同语言版本迁移,not_applicable,不适用,same_logic_translation,同一逻辑翻译,zephyrproject-rtos/Kconfiglib,2024-08-14T15:21:37Z,27,22,https://github.com/zephyrproject-rtos/Kconfiglib/pull/22,2025-10-23T15:29:12Z,drop support for Python 2.x as it is very much EOL,A follow-up to b96a5ad562deffa697d966c29546650aae645f48 where we stopped having CI run tests on Python 2.x. This actually drops the few remaining Python 2.x compatibility bits as Python 2.x has EOL'd a long time ago.,README.rst; examples/menuconfig_example.py; genconfig.py; guiconfig.py; kconfiglib.py; listnewconfig.py; menuconfig.py; oldconfig.py; setup.cfg; setup.py; tests/reltest; testsuite.py,true,是,false,否,keyword_match; strict_migration_signal; touches_code; touches_tests,命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,python,Python,2,3,,test_files_detected,检测到测试文件,setuptools,setuptools,unknown,待确认,needs_check,还需检查,medium,中,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
